	LIN_head	MAS_head	BB_forelimb	DAP_forelimb	DSP_forelimb	EDC_forelimb	EDL-F_forelimb	FDP-F_forelimb	FDS-F_forelimb	ISP_forelimb	SSP_forelimb	SUB_forelimb	TB-LA_forelimb	TB-LO_forelimb	TB-M_forelimb	TM_forelimb	BRA_trunk	LD_trunk	LDM_trunk	OEA_trunk	PP_trunk	PS_trunk	RA_trunk	RHO_trunk	SP_trunk	TA_trunk	TRC_trunk	ADD_hindlimb	BF_hindlimb	EDL-H_hindlimb	FDP-H_hindlimb	FDS-H_hindlimb	GAS-L_hindlimb	GAS-M_hindlimb	GM_hindlimb	GRA_hindlimb	PM_hindlimb	RF_hindlimb	SAR_hindlimb	SM_hindlimb	SOL_hindlimb	ST_hindlimb	TFL_hindlimb	TIC_hindlimb	VI_hindlimb	VL_hindlimb	VM_hindlimb	Left_Atrium	Left_Ventricle	Right_Atrium	Right_Ventricle
PP_trunk	2.8041208222272545	2.7132022260731947	3.8571584906445247	0.0	0.0	0.0	0.0	0.0	4.47908305377495	0.0	3.07701159293094	0.0	2.3368385013714	2.41327270115092	4.28383336544153	0.0	0.0	4.427315688083415	3.52563905364592	2.02910975630809	0	2.8770887962242204	2.6620192351426852	4.082290910531775	0.0	1.76211343900049	3.2190663187531947	7.55260147517611	2.93191705541674	3.0632894052706097	3.10152994827855	4.11945216725497	2.32716475961573	3.520711613401755	2.3622004284498	4.6617371383735415	2.17548887506817	7.628303218391019	3.38700777451093	2.58009722232476	2.47208332788163	3.769278088199185	3.2720189619395503	4.129664081195609	2.650059338275335	7.66014237866239	5.30701726638492	2.9155552115527703	2.47632907928508	2.6478092414947154	2.497521113736875
PS_trunk	2.77835989577868	2.6866049164975094	0.0	4.02707329294034	4.99538624058371	4.8390786664044905	4.455434649025071	5.109802755669111	4.143843048402515	5.403829422886711	3.09513483866637	4.282178848547541	4.61921053713212	5.23832961380182	6.52713104928768	6.21682730270362	4.4329886880823155	0.0	0.0	2.46703718270947	5.854138237280445	0	2.5235377790283	0.0	5.3286471560154505	2.94992260572136	5.055601001319871	3.64414524408283	4.5674613094167	5.002435310934612	4.360516268606355	3.920740398664045	2.83482168733784	3.2228649729636096	6.66999101200415	3.8855514835716547	2.38484207736259	5.138588606280719	5.050077453123955	6.71922305810061	2.47413972492173	4.45627534216635	4.88752939496126	3.04642497882898	3.560183922288	5.75153649820273	4.565405689902466	2.9540197423737595	2.71235523861217	2.7766324378665	2.721364279429995
RA_trunk	2.66937833032955	2.55848414601919	2.79153664566026	2.740304696416429	2.6934649601871	2.54615703352934	2.88287662750486	2.91192383154616	2.5978993133783503	3.6413710656707448	2.4973122288107	2.9791662284283595	2.26285160204327	2.2864267061436747	3.0402917153604103	4.0217207738353	3.324267262855965	2.50675308935222	2.4207307336057995	2.12932885589441	4.6810135494869005	2.73382885161012	0	2.9145311132289	2.50877523920991	2.9658216856384247	2.721042503253169	2.57659661008432	2.46225187829586	2.493336593593125	3.4156637292486947	2.7749146780483995	2.64647723619784	2.52199853878284	2.3566815996793653	2.49185934458705	2.9444233866622995	3.2559897261734303	2.69201297509378	2.561255399275665	2.2719500178991403	3.89607920718276	2.89317460773157	2.40635297313788	2.62261382581769	2.5879832941038603	2.787790292179129	2.79581692309364	2.71945280466908	2.5596255646944703	2.7089626823830697
RHO_trunk	3.1749819430404003	3.0597955977653357	4.0979235772601	3.78159994368574	6.0352511126323485	5.04898061994175	5.5824458435406505	5.53461650446565	4.2566436920552855	5.4848408846710495	3.366700734098795	4.980388654143406	3.0754906333008702	4.5003516004684405	3.76199353641797	6.160153854369099	5.828950201368429	5.679414354314622	4.5023379983863485	3.785184197263365	5.35795250580695	5.23182977294222	3.75076827497242	0	5.07232487503504	3.7950096627053953	7.08217138302079	3.23430519331484	3.72396542505943	4.8218534683999295	4.473286830247185	3.69203165371366	2.90508740959988	3.35744463147306	4.855644700752115	3.4018738866729	2.406402205414235	4.91788355959274	5.5200174743165	4.70103443424217	2.890069464185049	7.29700192097329	5.1417959621691445	3.147791193088215	3.4755129265781246	5.059807504056759	4.22741799947683	3.2375251435257995	2.9127008204916094	3.2171863680938797	3.10134901492564
SP_trunk	2.55802769855578	2.45434418547878	2.58072894645573	2.7555454341297	6.58952681780803	3.38194963817749	3.40571302897556	4.941880746854606	2.77631921894376	7.070890005283835	3.84361433810087	2.71348586205149	4.179713096680451	0.0	0.0	0.0	5.47495926770061	3.71683380970321	3.48390525442929	2.0436975177958896	5.17503904312474	2.53765409695598	2.2096959284085296	2.9682188337204494	0	2.3776348831331298	3.8494101416146296	3.7213928259584304	2.894653173913065	3.93782340686602	3.7408818968760698	3.84401803299479	4.01522714304226	2.88767942933188	4.11502233056145	3.33847470427954	2.02019472067442	5.926463368707958	3.5168559757906004	2.9740126837338297	1.8580476878380097	2.62044897734585	4.551871257650401	3.27367854309111	3.74052038225612	8.2034911639683	5.34711786574913	2.68858742288244	2.4970117029031154	2.497866803470869	2.53274069234284
TA_trunk	2.8241629170026696	2.9105124897487444	3.4796674792701348	3.16853885822956	3.90809785705528	2.95842371859176	2.8480716789588203	3.2139043394227897	2.74452719242058	3.2470598142647003	3.01021835228343	3.31610800017294	2.245132808881605	4.62179600945409	3.9163502186364303	4.0948933624517	3.9551963113546753	3.5830595082899546	4.82236111564033	2.51392945672402	4.274828791653655	2.77033403889477	2.92479133152779	3.4481615328724047	3.464967447313065	0	6.13436739491107	3.0188521230464502	3.2984995810030298	3.55329320838403	3.87232290614103	3.19233297404815	3.4427161740758354	3.09620139088828	4.058000163962265	2.88994089593852	2.67864359858377	3.6217386972735555	3.40701353636704	2.992544503419305	2.64242853312443	4.33409433466516	4.118436726770465	2.93153850958255	3.20770056625062	3.38925527416473	4.26241024974176	2.90766585677902	2.65410126784394	2.6875054878594	2.50537174774831
TRC_trunk	3.139333889513145	2.8406191289481604	0.0	4.03351579878614	6.6966529438182	5.67159367781486	5.559722327275809	5.517646392448995	3.43837774309677	6.153457987377335	4.6029719521683985	6.478433790889144	0.0	6.1745622434498895	6.146831682878744	6.643384437383619	5.313227527944839	0.0	4.072120135369451	2.423029646681665	6.036745010350393	0.0	3.3833700019201958	0.0	6.131908778013432	4.700514238635679	0	3.44687525540184	4.7425925162673845	5.1195082326964885	4.7488242626373705	3.7473515994667297	3.6348705968841704	3.344005108715589	10.4542301628366	3.8215582938237	2.37278249839293	5.630905858413769	5.769130134940356	10.495743406746199	2.597124336185705	10.768536061377599	5.37684492675842	3.1029217856453104	3.60987813105046	6.30314997400293	5.45263424954735	3.0886476380962	2.8133546891516	2.9898136400711204	2.8923730501229103
ADD_hindlimb	2.196339272665015	2.21049332068808	1.8743002584282151	2.33870272652777	2.243024930658545	2.98373794201536	2.4937900786330096	3.7780396031274597	2.218163798287475	0.0	2.61486008946904	2.2814073491761446	1.9732701300780704	4.5254418646826915	6.0088741072221366	7.07978561684465	3.0195343334553257	2.46679881807996	2.8230282478281	1.8012446959645851	0.0	2.3084731872384103	1.88085265374004	2.18673857710598	2.87741012660505	2.020930375484245	2.2491180510377697	0	2.51539385097511	2.193476514507005	4.0460877719223305	2.7441070430845897	2.318719725491309	3.62803398305264	1.879703337434535	2.21818012192833	1.7022170613847547	0.0	2.8476226379960203	1.9830037731913048	1.65127085079224	1.9575510882236495	2.7973584537310847	4.162893665579735	0.0	0.0	0.0	2.43898955149187	2.2881612056994	2.32083457086482	2.27871565690582
BF_hindlimb	2.86205775755817	2.46965335326209	2.7966584751424204	2.70065753609756	3.47785430824785	2.80864083317798	2.82659306144064	3.215213739384675	3.1732073869409354	6.08549051113343	3.9561123994093697	2.90989256342774	2.4045533055492	5.35994354459082	6.79182645439033	6.250248183146934	3.17764326026461	2.57134495245059	3.3198995873995	2.33386291389363	6.39864864653203	2.68065717578243	2.67375149863019	3.20451321227988	3.9947092483478097	2.4416498354746654	5.5080732704906294	0.0	0	2.77221449806742	3.611933732094565	2.3712986712495803	2.7490857557955346	3.62621320382049	3.21733024151048	3.30212853103562	2.05812965393477	0.0	3.46101760400405	2.06916180065352	2.4637005958386897	2.9384587733418157	2.8370412774871947	2.7416883301373405	5.9304765544556	0.0	0.0	2.90980745147201	2.66518039779432	2.64566685448143	2.6334983456695
EDL-H_hindlimb	2.62863975790727	2.71016460534348	2.38378082368433	2.2593638573867003	2.79057403609205	0.0	0.0	0.0	2.317713062436616	2.9315228083706453	2.78661303526913	3.0197170338681096	3.2269764598388906	4.809976326979914	2.9507803870078795	2.936197222974425	4.1094406059910895	2.87312144271229	3.342090687691255	2.3622961890401	3.1084607748270345	2.63072305703426	2.58394273811086	2.64876126356924	4.08250378389783	2.40471686037913	2.5854380081099646	2.59417240015965	2.633163201627365	0	4.9221290367982355	3.5221900473155503	2.7014508666400006	2.743755687900375	2.3248764884030497	4.09399091892363	2.1811290927443	0.0	3.23422481609519	2.7853457711291303	1.9148144674830903	2.23620560499313	4.26562503252662	0.0	2.71653001984006	3.9376288937066697	3.3051656350492453	2.70771231457065	2.60984554887694	2.4685961943606847	2.61300264426226
